station_name,latitude,longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,5.0,-4.0,-1.0,0.0,-2.0,5.0,-6.0,4.0,-37.0,-29.0,-15.0,20.0,-6.0,-4.0,-15.0,12.0,-5.0,12.0,47.0,24.0,28.0,20.0,4.0,-5.0
Daley Center Plaza,41.884451,-87.629892,2.0,-32.0,5.0,161.0,22.0,67.0,136.0,545.0,2838.0,1264.0,217.0,-2.0,-94.0,-8.0,-207.0,-343.0,-1551.0,-3590.0,-974.0,-264.0,-180.0,-153.0,-121.0,-14.0
Damen Ave & Augusta Blvd,41.899714,-87.677234,43.0,39.0,10.0,11.0,2.0,-54.0,-287.0,-519.0,-724.0,-424.0,-230.0,-186.0,-78.0,-62.0,13.0,52.0,397.0,786.0,394.0,231.0,240.0,154.0,145.0,88.0
Damen Ave & Charleston St,41.920082,-87.677855,14.0,11.0,12.0,-4.0,-9.0,-32.0,-113.0,-227.0,-215.0,-64.0,-3.0,-75.0,-33.0,-78.0,-13.0,49.0,193.0,170.0,185.0,76.0,54.0,72.0,96.0,53.0
Damen Ave & Chicago Ave,41.895769,-87.67722,37.0,13.0,25.0,2.0,4.0,-31.0,-100.0,-501.0,-864.0,-235.0,-61.0,-25.0,-29.0,55.0,52.0,157.0,410.0,890.0,482.0,293.0,259.0,157.0,138.0,83.0
Damen Ave & Clybourn Ave,41.931931,-87.677856,12.0,6.0,7.0,0.0,-1.0,1.0,16.0,-35.0,-162.0,-28.0,-27.0,-9.0,4.0,-9.0,-13.0,38.0,14.0,175.0,113.0,-5.0,45.0,37.0,46.0,18.0
Damen Ave & Cortland St,41.916027,-87.677411,-24.0,-26.0,-3.0,9.0,-3.0,-92.0,-75.0,-187.0,-198.0,-74.0,-41.0,-20.0,-2.0,-71.0,71.0,33.0,181.0,328.0,67.0,108.0,93.0,59.0,41.0,16.0
Damen Ave & Coulter St,41.8492,-87.67564,11.0,6.0,4.0,-1.0,1.0,0.0,33.0,-12.0,-25.0,-7.0,1.0,-6.0,-13.0,-8.0,-8.0,-22.0,5.0,29.0,34.0,13.0,-2.0,18.0,13.0,19.0
Damen Ave & Cullerton St,41.855048,-87.675726,35.0,4.0,-3.0,0.0,-3.0,-1.0,-52.0,-22.0,-146.0,-9.0,-50.0,-85.0,-8.0,-14.0,-25.0,23.0,91.0,43.0,20.0,41.0,41.0,38.0,75.0,39.0
Damen Ave & Division St,41.90331,-87.67695,-50.0,-70.0,-46.0,-17.0,-6.0,-136.0,-266.0,-344.0,-518.0,-263.0,-60.0,-7.0,33.0,35.0,94.0,155.0,126.0,522.0,680.0,228.0,191.0,122.0,-4.0,13.0
Damen Ave & Grand Ave,41.89122,-87.67686,8.0,-1.0,14.0,4.0,-10.0,3.0,-105.0,-350.0,-293.0,-136.0,-27.0,-55.0,-88.0,-32.0,-57.0,55.0,90.0,315.0,198.0,99.0,92.0,5.0,39.0,32.0
Damen Ave & Leland Ave,41.967094,-87.679028,25.0,5.0,4.0,8.0,-7.0,-37.0,27.0,198.0,32.0,-25.0,26.0,-25.0,-31.0,-44.0,-46.0,-44.0,-2.0,-60.0,-236.0,-15.0,9.0,-1.0,97.0,35.0
Damen Ave & Madison St,41.88137,-87.67493,9.0,1.0,10.0,3.0,-4.0,-2.0,-13.0,-23.0,-36.0,-19.0,-10.0,-9.0,-15.0,14.0,-8.0,1.0,19.0,67.0,205.0,120.0,-33.0,-202.0,-128.0,-54.0
Damen Ave & Melrose Ave,41.9406,-87.6785,6.0,20.0,9.0,4.0,-22.0,-7.0,-17.0,-196.0,-272.0,-5.0,-26.0,-46.0,-24.0,-10.0,1.0,2.0,76.0,255.0,243.0,155.0,64.0,84.0,30.0,39.0
Damen Ave & Pierce Ave,41.9093960065,-87.6776919292,-89.0,-122.0,-50.0,-49.0,17.0,75.0,139.0,394.0,94.0,81.0,54.0,216.0,107.0,112.0,30.0,-3.0,3.0,-156.0,101.0,308.0,52.0,-61.0,-133.0,-68.0
Damen Ave & Sunnyside Ave,41.96325,-87.679258,19.0,21.0,10.0,5.0,0.0,-7.0,-13.0,-55.0,-42.0,-13.0,-32.0,-41.0,-52.0,-7.0,-15.0,3.0,23.0,113.0,-6.0,-44.0,36.0,83.0,51.0,26.0
Damen Ave & Wellington Ave,41.93588,-87.67842,36.0,27.0,12.0,6.0,4.0,-3.0,-50.0,-89.0,-75.0,-32.0,-49.0,-50.0,-69.0,-4.0,18.0,29.0,35.0,261.0,291.0,169.0,20.0,63.0,55.0,48.0
Dayton St & North Ave,41.9105780349,-87.6494219288,-31.0,-42.0,-32.0,-14.0,9.0,21.0,-63.0,92.0,40.0,131.0,136.0,139.0,113.0,87.0,74.0,-63.0,61.0,-35.0,-5.0,-71.0,-120.0,-148.0,-128.0,-80.0
Dearborn Pkwy & Delaware Pl,41.899007,-87.629928,5.0,1.0,16.0,10.0,39.0,-97.0,-116.0,-360.0,-136.0,-45.0,17.0,174.0,49.0,52.0,180.0,257.0,493.0,521.0,399.0,28.0,60.0,-4.0,11.0,31.0
Dearborn St & Adams St,41.8793563587,-87.6297910363,2.0,-14.0,-16.0,1.0,-6.0,42.0,587.0,1441.0,3695.0,1980.0,207.0,-92.0,-138.0,-167.0,-280.0,-604.0,-1680.0,-3138.0,-1175.0,-441.0,-198.0,-159.0,6.0,-10.0
Dearborn St & Monroe St,41.881319815,-87.6295209193,-20.0,-10.0,7.0,5.0,-131.0,25.0,342.0,2330.0,2367.0,1131.0,356.0,-110.0,-214.0,32.0,-152.0,-715.0,-2062.0,-3083.0,-1048.0,-335.0,-283.0,-168.0,-100.0,-11.0
Desplaines St & Kinzie St,41.888716036,-87.6444478533,39.0,23.0,14.0,14.0,-24.0,-226.0,-833.0,-711.0,-492.0,-79.0,-237.0,-75.0,-135.0,-12.0,179.0,107.0,233.0,202.0,115.0,203.0,220.0,235.0,159.0,160.0
Eckhart Park,41.89637337,-87.66098386,17.0,24.0,26.0,17.0,13.0,-13.0,-42.0,-195.0,-458.0,-108.0,-91.0,-61.0,-22.0,-74.0,-61.0,26.0,141.0,329.0,206.0,223.0,95.0,104.0,85.0,80.0
Ellis Ave & 58th St,41.788746,-87.601334,0.0,3.0,2.0,0.0,3.0,18.0,165.0,196.0,419.0,351.0,194.0,65.0,30.0,51.0,-39.0,-170.0,-212.0,-410.0,-306.0,-150.0,-71.0,-26.0,-17.0,15.0
Emerald Ave & 28th St,41.84358,-87.645368,50.0,6.0,3.0,1.0,8.0,-1.0,-64.0,-358.0,-195.0,-140.0,-126.0,-74.0,-53.0,-18.0,-7.0,11.0,13.0,121.0,110.0,141.0,85.0,30.0,57.0,75.0
Emerald Ave & 31st St,41.838198,-87.645143,23.0,15.0,7.0,5.0,5.0,-25.0,-40.0,-51.0,-259.0,-75.0,-38.0,-38.0,-46.0,-28.0,-1.0,12.0,53.0,270.0,94.0,70.0,44.0,20.0,11.0,49.0
Fairbanks Ct & Grand Ave,41.89186,-87.62062,-14.0,1.0,24.0,5.0,-46.0,-23.0,84.0,0.0,246.0,-141.0,-281.0,-133.0,-204.0,-177.0,-99.0,-398.0,-604.0,-182.0,-143.0,-49.0,9.0,-119.0,-82.0,-78.0
Fort Dearborn Dr & 31st St,41.838556,-87.608218,-4.0,8.0,4.0,-7.0,-3.0,9.0,-19.0,-19.0,-21.0,-4.0,29.0,16.0,64.0,46.0,6.0,70.0,73.0,39.0,45.0,13.0,68.0,36.0,46.0,29.0
Franklin St & Arcade Pl,41.881469,-87.635177,-34.0,-13.0,-4.0,2.0,15.0,472.0,1303.0,2624.0,4859.0,2098.0,345.0,-345.0,-386.0,142.0,-336.0,-1227.0,-3411.0,-4777.0,-1491.0,-642.0,-373.0,-203.0,-119.0,-57.0
Franklin St & Chicago Ave,41.89680204,-87.63563839,-25.0,-6.0,-15.0,-29.0,7.0,184.0,191.0,691.0,1190.0,329.0,95.0,67.0,-95.0,-71.0,-120.0,-225.0,-764.0,-1314.0,-444.0,-89.0,-44.0,-31.0,-39.0,-31.0
Franklin St & Jackson Blvd,41.8777079559,-87.6353211408,16.0,29.0,39.0,24.0,14.0,203.0,202.0,628.0,1829.0,1250.0,194.0,-147.0,-86.0,-21.0,-81.0,-477.0,-1144.0,-2429.0,-686.0,-223.0,-20.0,-89.0,23.0,-55.0
Franklin St & Lake St,41.885837,-87.6355,23.0,1.0,16.0,21.0,17.0,72.0,355.0,1301.0,1778.0,557.0,89.0,-127.0,-130.0,-81.0,-153.0,-362.0,-1468.0,-2486.0,-949.0,-294.0,-152.0,-152.0,-79.0,-22.0
Franklin St & Quincy St,41.878724,-87.634793,-6.0,7.0,1.0,8.0,-8.0,71.0,458.0,1638.0,2218.0,1121.0,265.0,-259.0,-137.0,46.0,-324.0,-557.0,-1515.0,-2777.0,-910.0,-311.0,-163.0,27.0,-76.0,-31.0
Green St & Milwaukee Ave,41.891,-87.645925,-11.0,0.0,2.0,-4.0,-7.0,-49.0,-46.0,-75.0,-236.0,-107.0,-59.0,-22.0,-7.0,28.0,55.0,29.0,10.0,170.0,101.0,86.0,53.0,15.0,16.0,14.0
Green St & Randolph St,41.884078,-87.648684,-110.0,-47.0,-18.0,-17.0,33.0,65.0,93.0,31.0,-15.0,90.0,262.0,240.0,52.0,-151.0,-102.0,-70.0,165.0,330.0,315.0,97.0,-38.0,-125.0,-203.0,-124.0
Greenview Ave & Diversey Pkwy,41.932595,-87.665939,20.0,8.0,10.0,9.0,1.0,-59.0,-171.0,-213.0,-239.0,-86.0,-49.0,-44.0,-59.0,-66.0,-25.0,5.0,98.0,288.0,214.0,143.0,105.0,45.0,70.0,51.0
Greenview Ave & Fullerton Ave,41.92533,-87.6658,8.0,33.0,30.0,7.0,-1.0,-7.0,-16.0,-74.0,-237.0,-31.0,-29.0,-40.0,-31.0,32.0,-27.0,39.0,112.0,194.0,151.0,41.0,76.0,26.0,-26.0,43.0
Greenwood Ave & 47th St,41.809835,-87.599383,10.0,5.0,8.0,-2.0,0.0,-5.0,-29.0,-88.0,-143.0,-43.0,-50.0,-47.0,-26.0,8.0,-1.0,2.0,-3.0,2.0,31.0,63.0,19.0,21.0,14.0,11.0
Halsted St & 18th St,41.857499,-87.646277,45.0,32.0,24.0,8.0,-2.0,-9.0,-87.0,-119.0,-147.0,-91.0,-145.0,-39.0,-58.0,-48.0,-31.0,-51.0,92.0,117.0,20.0,53.0,48.0,27.0,52.0,57.0
Halsted St & 21st St,41.85378,-87.64665,1.0,-9.0,-7.0,-1.0,0.0,-1.0,-7.0,-9.0,1.0,38.0,-18.0,-30.0,-27.0,-16.0,-12.0,-6.0,-9.0,70.0,8.0,-27.0,22.0,8.0,0.0,18.0
Halsted St & 35th St,41.830661,-87.647172,18.0,12.0,-1.0,5.0,2.0,39.0,0.0,-105.0,-229.0,-81.0,-29.0,-12.0,-8.0,-28.0,-20.0,-13.0,28.0,108.0,140.0,83.0,61.0,45.0,24.0,12.0
Halsted St & 37th St,41.827071,-87.645801,12.0,10.0,4.0,1.0,-2.0,3.0,-15.0,-46.0,-34.0,-5.0,-7.0,-12.0,2.0,-9.0,-1.0,-9.0,8.0,78.0,34.0,13.0,21.0,9.0,14.0,8.0
Halsted St & Archer Ave,41.847203,-87.646795,-43.0,-23.0,-4.0,6.0,5.0,8.0,0.0,195.0,2.0,41.0,45.0,22.0,18.0,-12.0,7.0,28.0,7.0,131.0,-45.0,-145.0,-66.0,-9.0,-52.0,-57.0
Halsted St & Blackhawk St,41.90854,-87.648568,-2.0,-1.0,41.0,8.0,-2.0,11.0,123.0,488.0,579.0,276.0,5.0,15.0,29.0,10.0,40.0,8.0,-392.0,-511.0,-69.0,-74.0,-98.0,-32.0,-37.0,-12.0
Halsted St & Dickens Ave,41.919936,-87.64883,-48.0,-43.0,-5.0,-10.0,-1.0,-11.0,-62.0,-58.0,-177.0,-71.0,-9.0,-25.0,-76.0,-88.0,-48.0,-31.0,-7.0,275.0,75.0,96.0,95.0,-43.0,15.0,-32.0
Halsted St & Diversey Pkwy,41.933341,-87.648747,18.0,-11.0,2.0,-9.0,0.0,-21.0,-64.0,-139.0,-80.0,-40.0,-93.0,5.0,-20.0,-43.0,48.0,50.0,83.0,199.0,223.0,152.0,87.0,60.0,-21.0,45.0
Halsted St & James M Rochford St,41.865861,-87.646611,7.0,7.0,31.0,3.0,-1.0,9.0,-10.0,-28.0,-119.0,-103.0,-26.0,52.0,3.0,-26.0,3.0,-78.0,-49.0,150.0,75.0,74.0,42.0,-17.0,29.0,31.0
Halsted St & Madison St,41.881892,-87.648789,0.0,-1.0,-58.0,-5.0,-9.0,-29.0,35.0,1.0,-31.0,57.0,69.0,147.0,36.0,-4.0,50.0,13.0,76.0,27.0,155.0,131.0,129.0,43.0,6.0,44.0
Halsted St & Maxwell St,41.86458,-87.64693,-9.0,1.0,19.0,5.0,4.0,-8.0,-23.0,-105.0,-96.0,-60.0,-28.0,8.0,-49.0,-98.0,-17.0,65.0,25.0,81.0,18.0,50.0,-3.0,-17.0,15.0,-21.0
Halsted St & Polk St,41.87184,-87.64664,-13.0,-13.0,15.0,-4.0,4.0,8.0,88.0,218.0,211.0,319.0,127.0,92.0,40.0,-137.0,-87.0,-125.0,-115.0,44.0,-136.0,-216.0,-155.0,-120.0,-27.0,24.0
Halsted St & Roscoe St,41.94367,-87.64895,-28.0,-53.0,-42.0,-12.0,8.0,-24.0,-84.0,-250.0,-481.0,-197.0,-103.0,-172.0,-79.0,31.0,77.0,114.0,143.0,362.0,326.0,300.0,165.0,166.0,9.0,36.0
Halsted St & Waveland Ave,41.949078,-87.648536,36.0,-9.0,-7.0,3.0,-41.0,-35.0,-82.0,-99.0,-214.0,-100.0,12.0,-57.0,-35.0,14.0,10.0,95.0,37.0,209.0,262.0,149.0,67.0,44.0,-92.0,-3.0
Halsted St & Willow St,41.913778,-87.64884,-73.0,-57.0,0.0,-1.0,-2.0,-32.0,-67.0,-237.0,-358.0,-74.0,-9.0,-2.0,56.0,66.0,23.0,-1.0,28.0,234.0,248.0,202.0,47.0,32.0,-33.0,8.0
Halsted St & Wrightwood Ave,41.929143,-87.649077,-7.0,11.0,-1.0,-22.0,-11.0,-22.0,-115.0,-446.0,-463.0,-130.0,-94.0,-137.0,-48.0,-108.0,-22.0,23.0,114.0,426.0,217.0,198.0,70.0,72.0,67.0,12.0
Hampden Ct & Diversey Pkwy,41.93262,-87.642385,51.0,60.0,28.0,3.0,16.0,-107.0,-186.0,-413.0,-706.0,-163.0,-161.0,-85.0,-69.0,100.0,95.0,188.0,585.0,835.0,621.0,402.0,290.0,306.0,225.0,142.0
Hermitage Ave & Polk St,41.871514,-87.669886,-6.0,2.0,-11.0,-2.0,0.0,9.0,165.0,362.0,773.0,527.0,146.0,-49.0,-78.0,28.0,-116.0,-352.0,-723.0,-454.0,-192.0,-256.0,-117.0,-15.0,-22.0,-18.0
Indiana Ave & 26th St,41.8457,-87.62248,9.0,11.0,5.0,4.0,-4.0,-2.0,-3.0,-92.0,-58.0,-19.0,-39.0,-26.0,-24.0,-16.0,-8.0,-15.0,1.0,65.0,93.0,26.0,31.0,54.0,31.0,37.0
Indiana Ave & 31st St,41.838842,-87.621857,4.0,-1.0,1.0,2.0,0.0,-4.0,-17.0,-48.0,-414.0,-52.0,-123.0,-57.0,-40.0,-34.0,8.0,22.0,69.0,190.0,185.0,71.0,75.0,70.0,33.0,8.0
Indiana Ave & 40th St,41.82168,-87.6216,-1.0,-1.0,2.0,-1.0,1.0,1.0,5.0,18.0,50.0,55.0,12.0,5.0,-10.0,-8.0,-1.0,-6.0,-4.0,-18.0,-18.0,6.0,-2.0,-2.0,0.0,5.0
Indiana Ave & Roosevelt Rd,41.867888,-87.623041,42.0,39.0,32.0,30.0,5.0,-133.0,-299.0,-985.0,-1255.0,-290.0,-229.0,-113.0,-10.0,-32.0,-10.0,153.0,295.0,582.0,769.0,421.0,465.0,214.0,70.0,0.0
Jefferson St & Monroe St,41.880422,-87.642746,47.0,23.0,14.0,4.0,25.0,110.0,7.0,126.0,-303.0,-288.0,-199.0,-129.0,-137.0,-162.0,-67.0,-68.0,-178.0,-401.0,-84.0,-70.0,13.0,88.0,42.0,67.0
Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,55.0,17.0,14.0,21.0,16.0,-36.0,-52.0,-108.0,-231.0,-106.0,23.0,-11.0,-2.0,-34.0,-80.0,14.0,8.0,308.0,388.0,351.0,228.0,94.0,87.0,111.0
Kedzie Ave & Palmer Ct,41.921525,-87.707322,71.0,17.0,20.0,1.0,-6.0,-38.0,-84.0,-534.0,-653.0,-178.0,-106.0,-88.0,-66.0,-40.0,4.0,18.0,132.0,325.0,557.0,315.0,193.0,139.0,132.0,87.0
Kimbark Ave & 53rd St,41.799568,-87.594747,10.0,6.0,-1.0,4.0,0.0,-14.0,-33.0,-58.0,-136.0,-102.0,-71.0,-57.0,11.0,-75.0,-36.0,35.0,24.0,46.0,59.0,98.0,49.0,30.0,12.0,8.0
King Dr & 47th St,41.809851,-87.616279,1.0,-3.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-4.0,2.0,1.0,1.0,-1.0,3.0,0.0,2.0,-4.0,1.0,-1.0,1.0,2.0,-6.0
Kingsbury St & Erie St,41.89384315,-87.64185116,62.0,63.0,33.0,24.0,0.0,-142.0,-565.0,-886.0,-103.0,-7.0,38.0,-63.0,-31.0,-11.0,176.0,284.0,168.0,-308.0,113.0,141.0,196.0,207.0,155.0,84.0
LaSalle St & Illinois St,41.890749,-87.63206,3.0,-83.0,-47.0,-18.0,7.0,3.0,247.0,1128.0,1726.0,665.0,100.0,194.0,103.0,-161.0,-44.0,-178.0,-1052.0,-1507.0,-340.0,-41.0,-59.0,-88.0,43.0,-35.0
LaSalle St & Jackson Blvd,41.87817,-87.631985,-16.0,12.0,-17.0,8.0,214.0,283.0,1946.0,2711.0,2669.0,1353.0,268.0,-169.0,-269.0,-664.0,-930.0,-1682.0,-2002.0,-2259.0,-911.0,-377.0,-137.0,-131.0,-131.0,-42.0
LaSalle St & Washington St,41.882664,-87.63253,2.0,8.0,-4.0,-1.0,7.0,32.0,455.0,1130.0,1737.0,669.0,301.0,-127.0,11.0,-33.0,-46.0,-642.0,-1127.0,-2087.0,-806.0,-299.0,-198.0,-128.0,-16.0,7.0
Lake Park Ave & 47th St,41.809443,-87.591875,-3.0,5.0,8.0,2.0,0.0,-33.0,10.0,50.0,67.0,11.0,-4.0,-52.0,9.0,-62.0,-9.0,-26.0,-16.0,9.0,-22.0,62.0,-1.0,-2.0,7.0,5.0
Lake Park Ave & 56th St,41.793242,-87.587782,2.0,5.0,6.0,-1.0,-1.0,3.0,-22.0,34.0,-15.0,-106.0,-54.0,37.0,70.0,49.0,-2.0,0.0,-43.0,43.0,29.0,32.0,47.0,12.0,4.0,22.0
Lake Shore Dr & Belmont Ave,41.940775,-87.639192,45.0,48.0,28.0,10.0,-22.0,-104.0,-99.0,-268.0,-449.0,-191.0,-137.0,-126.0,-74.0,-46.0,28.0,98.0,161.0,727.0,401.0,223.0,228.0,159.0,138.0,97.0
Lake Shore Dr & Diversey Pkwy,41.932684,-87.63625,55.0,36.0,16.0,10.0,3.0,54.0,-24.0,-145.0,-213.0,-134.0,-179.0,-75.0,-108.0,-23.0,-17.0,12.0,60.0,320.0,284.0,210.0,107.0,106.0,96.0,38.0
Lake Shore Dr & Monroe St,41.880958,-87.616743,-20.0,19.0,2.0,-1.0,0.0,12.0,40.0,57.0,135.0,-113.0,-77.0,-76.0,246.0,170.0,281.0,115.0,296.0,105.0,74.0,26.0,-104.0,-164.0,-192.0,-97.0
Lake Shore Dr & North Blvd,41.911722,-87.626804,21.0,19.0,0.0,15.0,4.0,8.0,3.0,-127.0,-52.0,47.0,170.0,390.0,556.0,589.0,590.0,225.0,-77.0,419.0,819.0,-17.0,-320.0,38.0,-8.0,91.0
Lake Shore Dr & Ohio St,41.89257,-87.614492,79.0,41.0,5.0,15.0,8.0,-57.0,-339.0,-390.0,-689.0,-123.0,-224.0,-127.0,-83.0,104.0,115.0,16.0,-62.0,547.0,166.0,69.0,134.0,228.0,47.0,107.0
Lake Shore Dr & Wellington Ave,41.936669,-87.636794,13.0,35.0,19.0,12.0,-1.0,-71.0,-101.0,-319.0,-366.0,-149.0,-178.0,-197.0,-123.0,19.0,-63.0,165.0,295.0,528.0,342.0,167.0,129.0,158.0,106.0,94.0
